planta_codigo,sector_codigo,sector_nombre,nivel_manual,nombre_visible,codigo_lgc,description_destino,codigo_sector_lgc,codigo_subsector_lgc,codigo_unidad_manual,nombre_unidad_manual,codigo_fuente_excel,descripcion_fuente_excel,regla_generacion
PR,TLLM,TALLER MECANICO,UNIDAD,T450/7,PR-TLLM-SLD-T450/7,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-SLD-T450/7,SOLDADOR TAURO 450 Nº 7,PR-TLLM-SLD-T450/7,SOLDADOR TAURO 450 Nº 7,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,TLLM,TALLER MECANICO,UNIDAD,XT400/2,PR-TLLM-SLD-XT400/2,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-SLD-XT400/2,SOLDADOR TAURO XT-400 Nº 2,PR-TLLM-SLD-XT400/2,SOLDADOR TAURO XT-400 Nº 2,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,TLLM,TALLER MECANICO,UNIDAD,XT430C/5,PR-TLLM-SLD-XT430C/5,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-SLD-XT430C/5,SOLDADOR TAURO 4XT-430 C Nº 5,PR-TLLM-SLD-XT430C/5,SOLDADOR TAURO 4XT-430 C Nº 5,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,TLLM,TALLER MECANICO,UNIDAD,P300,PR-TLLM-TRN-P300,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-TRN-P300,TORNO PIA 3.00 E/PUNTOS,PR-TLLM-TRN-P300,TORNO PIA 3.00 E/PUNTOS,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,TLLM,TALLER MECANICO,UNIDAD,S120,PR-TLLM-TRN-S120,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-TRN-S120,TORNO SIDERAL 1.20 E/PUNTOS,PR-TLLM-TRN-S120,TORNO SIDERAL 1.20 E/PUNTOS,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,TLLM,TALLER MECANICO,UNIDAD,W300,PR-TLLM-TRN-W300,BTZ_Description_04,PR-TLLM-LGC-TALLER MECANICO,PR-TLLM-LGC-GENERAL,PR-TLLM-TRN-W300,TORNO WARE 3.00 MTS.E/PUNTOS,PR-TLLM-TRN-W300,TORNO WARE 3.00 MTS.E/PUNTOS,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EFL,EFLUENTES,SECTOR,EFLUENTES,PR-EFL-LGC-EFLUENTES,BTZ_Description_02,PR-EFL-LGC-EFLUENTES,,,,PR-EFL-LGC-EFLUENTES,LOGICO EFLUENTES,SECTOR_DESDE_RAIZ_PR
PR,EFL,EFLUENTES,SUBSECTOR,LAGUNA EFLUENTES 2. <L/E>,PR-EFL-LGC-LAGUNA EFLUENTES 2. <L/E>,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-LAGUNA EFLUENTES 2. <L/E>,,,PR-EFL-LGN-EFL2,LAGUNA EFLUENTES 2. <L/E>,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,SUBSECTOR,POZO DE BOMBEO EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,,,PR-EFL-PZB-FPZBOM,POZO DE BOMBEO EFLUENTES,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,UNIDAD,B/01/01A,PR-EFL-BMB-B/01/01A,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,PR-EFL-BMB-B/01/01A,"BOMBA CENTRIFUGA ""A"" POZO PRIMARIO A SEPARADOR DE HARINA",PR-EFL-BMB-B/01/01A,"BOMBA CENTRIFUGA ""A"" POZO PRIMARIO A SEPARADOR DE HARINA",UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,B/01/01B,PR-EFL-BMB-B/01/01B,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,PR-EFL-BMB-B/01/01B,"BOMBA CENTRIFUGA ""B"" POZO PRIMARIO A SEPARADOR DE HARINA",PR-EFL-BMB-B/01/01B,"BOMBA CENTRIFUGA ""B"" POZO PRIMARIO A SEPARADOR DE HARINA",UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,SWCT,PR-EFL-CTT-SWCT,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,PR-EFL-CTT-SWCT,SWITCH TEMPERATURA AGUA POZO DE BOMBEO EFLUENTES,PR-EFL-CTT-SWCT,SWITCH TEMPERATURA AGUA POZO DE BOMBEO EFLUENTES,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,FPZB,PR-EFL-REJ-FPZB,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-POZO DE BOMBEO EFLUENTES,PR-EFL-REJ-FPZB,REJA POZO DE BOMBEO EFLUENTES,PR-EFL-REJ-FPZB,REJA POZO DE BOMBEO EFLUENTES,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,SUBSECTOR,TANQUE COMPENSADOR DE CEMENTO,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,,,PR-EFL-TNQ-EFL,TANQUE COMPENSADOR DE CEMENTO,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,UNIDAD,AFE/04/04,PR-EFL-AGT-AFE/04/04,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-AGT-AFE/04/04,AGITADOR TANQUE POLIMERO TANQUE COMPENSADOR,PR-EFL-AGT-AFE/04/04,AGITADOR TANQUE POLIMERO TANQUE COMPENSADOR,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,B/03/01A,PR-EFL-BMB-B/03/01A,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-B/03/01A,BOMBA CENTRIFUGA SUMERGIBLE DE TANQUE COMPENSADOR EFLUENTES B/03/01A,PR-EFL-BMB-B/03/01A,BOMBA CENTRIFUGA SUMERGIBLE DE TANQUE COMPENSADOR EFLUENTES B/03/01A,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,B/03/01B,PR-EFL-BMB-B/03/01B,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-B/03/01B,BOMBA CENTRIFUGA SUMERGIBLE DE TANQUE COMPENSADOR EFLUENTES B/03/01B,PR-EFL-BMB-B/03/01B,BOMBA CENTRIFUGA SUMERGIBLE DE TANQUE COMPENSADOR EFLUENTES B/03/01B,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDA/04/02,PR-EFL-BMB-BDA/04/02,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-BDA/04/02,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDA/04/02,PR-EFL-BMB-BDA/04/02,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDA/04/02,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDC/04/03,PR-EFL-BMB-BDC/04/03,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-BDC/04/03,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDC/04/03,PR-EFL-BMB-BDC/04/03,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDC/04/03,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDF/04/04,PR-EFL-BMB-BDF/04/04,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-BDF/04/04,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDF/04/04,PR-EFL-BMB-BDF/04/04,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDF/04/04,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDS/04/01,PR-EFL-BMB-BDS/04/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-BDS/04/01,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDS/04/01,PR-EFL-BMB-BDS/04/01,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDS/04/01,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDS/04/06,PR-EFL-BMB-BDS/04/06,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-BMB-BDS/04/06,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDS/04/06,PR-EFL-BMB-BDS/04/06,BOMBA DOSIFICADORA AUTOMATICA DE TANQUE COMPENSADOR DE EFLUENTES BDS/04/06,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,FIT04/01,PR-EFL-CDM-FIT04/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-CDM-FIT04/01,CAUDALIMETRO TANQUE COMPENSADOR FIT04/01,PR-EFL-CDM-FIT04/01,CAUDALIMETRO TANQUE COMPENSADOR FIT04/01,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,E/03/01,PR-EFL-SPL-E/03/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE COMPENSADOR DE CEMENTO,PR-EFL-SPL-E/03/01,SOPLANTE TANQUE COMPENSADOR,PR-EFL-SPL-E/03/01,SOPLANTE TANQUE COMPENSADOR,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,SUBSECTOR,TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,,,PR-EFL-TNQ-SPHE,TANQUE SEPARADOR DE HARINAS SPHE,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,UNIDAD,APE/02/03,PR-EFL-AGT-APE/02/03,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-AGT-APE/02/03,AGITADOR TANQUE POLIMERO SEPARADOR DE HARINA,PR-EFL-AGT-APE/02/03,AGITADOR TANQUE POLIMERO SEPARADOR DE HARINA,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BDPB/03/01,PR-EFL-BMB-BDPB/03/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-BMB-BDPB/03/01,BOMBA TORNILLO DE SEPARADOR DE HARINAS BDPB/03/01,PR-EFL-BMB-BDPB/03/01,BOMBA TORNILLO DE SEPARADOR DE HARINAS BDPB/03/01,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BSLB/02/01,PR-EFL-BMB-BSLB/02/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-BMB-BSLB/02/01,BOMBA TORNILLO DE SEPARADOR DE HARINAS BSLB/02/01,PR-EFL-BMB-BSLB/02/01,BOMBA TORNILLO DE SEPARADOR DE HARINAS BSLB/02/01,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,BRRE/02/04,PR-EFL-BRR-BRRE/02/04,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-BRR-BRRE/02/04,MOTOREDUCTOR BARREDOR TANQUE SEPARADOR DE HARINA,PR-EFL-BRR-BRRE/02/04,MOTOREDUCTOR BARREDOR TANQUE SEPARADOR DE HARINA,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,CP/02/01,PR-EFL-CPB-CP/02/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-CPB-CP/02/01,SENSOR DE PRESION ALARMA DE BOMBA A TORNILLO,PR-EFL-CPB-CP/02/01,SENSOR DE PRESION ALARMA DE BOMBA A TORNILLO,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,B/02/02,PR-EFL-VLV-B/02/02,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE SEPARADOR DE HARINAS SPHE,PR-EFL-VLV-B/02/02,VALVULA SOLENOIDE DE AGUA CLARIFICADA,PR-EFL-VLV-B/02/02,VALVULA SOLENOIDE DE AGUA CLARIFICADA,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,SUBSECTOR,TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,,,PR-EFL-TNQ-TDFE/04/02,TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,UNIDAD,ADFE/04/03,PR-EFL-AGT-ADFE/04/03,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-AGT-ADFE/04/03,AGITADOR TANQUE SEPARADOR DE GRASAS DAFF,PR-EFL-AGT-ADFE/04/03,AGITADOR TANQUE SEPARADOR DE GRASAS DAFF,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,RCB/04/05,PR-EFL-BMB-RCB/04/05,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-BMB-RCB/04/05,BOMBA CAVITACION DAFF,PR-EFL-BMB-RCB/04/05,BOMBA CAVITACION DAFF,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,CDPS/04/01,PR-EFL-CDP-CDPS/04/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-CDP-CDPS/04/01,SENSOR DE DIFERENCIA DE PRESION,PR-EFL-CDP-CDPS/04/01,SENSOR DE DIFERENCIA DE PRESION,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,XIT04/02,PR-EFL-CPH-XIT04/02,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-CPH-XIT04/02,PEACHIMETRO TANQUE DAFF XIT04/02,PR-EFL-CPH-XIT04/02,PEACHIMETRO TANQUE DAFF XIT04/02,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,FBCE/04/09,PR-EFL-FLT-FBCE/04/09,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-FLT-FBCE/04/09,FILTRO SUCCION DAFF,PR-EFL-FLT-FBCE/04/09,FILTRO SUCCION DAFF,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,RTMFI/04/05,PR-EFL-RTM-RTMFI/04/05,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DAFF SEPARADOR DE GRASAS TDFE/04/02,PR-EFL-RTM-RTMFI/04/05,ROTAMETRO PARA AIRE TANQUE DAFF,PR-EFL-RTM-RTMFI/04/05,ROTAMETRO PARA AIRE TANQUE DAFF,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,SUBSECTOR,TANQUE DE NEUTRALIZACION,PR-EFL-LGC-TANQUE DE NEUTRALIZACION,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DE NEUTRALIZACION,,,PR-EFL-TNQ-TN04/06,TANQUE DE NEUTRALIZACION,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,EFL,EFLUENTES,UNIDAD,XIT04/03,PR-EFL-CPH-XIT04/03,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DE NEUTRALIZACION,PR-EFL-CPH-XIT04/03,PEACHIMETRO TANQUE NEUTRALIZACION XIT04/03,PR-EFL-CPH-XIT04/03,PEACHIMETRO TANQUE NEUTRALIZACION XIT04/03,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,VEN/47,PR-EFL-VLV-VEN/47,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DE NEUTRALIZACION,PR-EFL-VLV-VEN/47,VALVULA AUTOMATICA DE RETORNO TANQUE DE NEUTRALIZACION,PR-EFL-VLV-VEN/47,VALVULA AUTOMATICA DE RETORNO TANQUE DE NEUTRALIZACION,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,UNIDAD,VEN/48,PR-EFL-VLV-VEN/48,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-TANQUE DE NEUTRALIZACION,PR-EFL-VLV-VEN/48,VALVULA AUTOMATICA ENVIO A LAGUNA TANQUE DE NEUTRALIZACION,PR-EFL-VLV-VEN/48,VALVULA AUTOMATICA ENVIO A LAGUNA TANQUE DE NEUTRALIZACION,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,EFL,EFLUENTES,SUBSECTOR,GENERAL,PR-EFL-LGC-GENERAL,BTZ_Description_03,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-GENERAL,,,PR-EFL-LGC-EFLUENTES,SUBSECTOR SINTETICO PARA HOJAS DIRECTAS DEL SECTOR,SUBSECTOR_SINTETICO_GENERAL
PR,EFL,EFLUENTES,UNIDAD,EFL1,PR-EFL-LGN-EFL1,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-GENERAL,PR-EFL-LGN-EFL1,LAGUNA EFLUENTES 1. <L/O>,PR-EFL-LGN-EFL1,LAGUNA EFLUENTES 1. <L/O>,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,EFL,EFLUENTES,UNIDAD,MFE/04/01,PR-EFL-MZC-MFE/04/01,BTZ_Description_04,PR-EFL-LGC-EFLUENTES,PR-EFL-LGC-GENERAL,PR-EFL-MZC-MFE/04/01,MEZCLADOR FLOCULADOR EFLUENTES,PR-EFL-MZC-MFE/04/01,MEZCLADOR FLOCULADOR EFLUENTES,UNIDAD_HOJA_DIRECTA_BAJO_SECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),SECTOR,CENTRO CONTROL DE MOTORES (CCM),PR-CCM-LGC-CCM,BTZ_Description_02,PR-CCM-LGC-CCM,,,,PR-CCM-LGC-CCM,LOGICO CENTRO CONTROL DE MOTORES (CCM),SECTOR_DESDE_RAIZ_PR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),SUBSECTOR,CCM EXTRACCION 2,PR-CCM-LGC-CCM EXTRACCION 2,BTZ_Description_03,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM EXTRACCION 2,,,PR-CCM-CCM-EXT2,CCM EXTRACCION 2,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,ST1,PR-CCM-VNT-ST1,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM EXTRACCION 2,PR-CCM-VNT-ST1,VENTILADOR 1 <SALA TABLERO> EXT2,PR-CCM-VNT-ST1,VENTILADOR 1 <SALA TABLERO> EXT2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,ST2,PR-CCM-VNT-ST2,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM EXTRACCION 2,PR-CCM-VNT-ST2,VENTILADOR 2 <SALA TABLERO> EXT2,PR-CCM-VNT-ST2,VENTILADOR 2 <SALA TABLERO> EXT2,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),SUBSECTOR,CCM PREPARACION LINEA 1,PR-CCM-LGC-CCM PREPARACION LINEA 1,BTZ_Description_03,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM PREPARACION LINEA 1,,,PR-CCM-CCM-PRP1,CCM PREPARACION LINEA 1,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SCI,PR-CCM-VNT-SCI,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM PREPARACION LINEA 1,PR-CCM-VNT-SCI,VENTILADOR SALA CAPACITORES INFERIOR,PR-CCM-VNT-SCI,VENTILADOR SALA CAPACITORES INFERIOR,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,TBL1,PR-CCM-VNT-TBL1,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM PREPARACION LINEA 1,PR-CCM-VNT-TBL1,VENTILADOR AIREACION EXTERIOR TABLERO,PR-CCM-VNT-TBL1,VENTILADOR AIREACION EXTERIOR TABLERO,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,TEXL1,PR-CCM-VNT-TEXL1,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-CCM PREPARACION LINEA 1,PR-CCM-VNT-TEXL1,VENTILADOR EXTRACTOR TABLERO,PR-CCM-VNT-TEXL1,VENTILADOR EXTRACTOR TABLERO,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),SUBSECTOR,CCM PLAYA Y MATERIA PRIMA,PR-CCM-LGC-PLYMP,BTZ_Description_03,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,,,PR-CCM-LGC-PLYMP,LOGICO CCM PLAYA Y MATERIA PRIMA,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,BBS EFLTS,PR-CCM-CCM-BBS EFLTS,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,PR-CCM-CCM-BBS EFLTS,CCM BOMBEO DE EFLUENTES,PR-CCM-CCM-BBS EFLTS,CCM BOMBEO DE EFLUENTES,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILO 1 2 Y 3,PR-CCM-CCM-SILO 1 2 Y 3,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 1 2 Y 3,"CCM SILO 1, 2 Y 3",PR-CCM-CCM-SILO 1 2 Y 3,"CCM SILO 1, 2 Y 3",UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILO 12,PR-CCM-CCM-SILO 12,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 12,CCM SILO 12,PR-CCM-CCM-SILO 12,CCM SILO 12,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILO 13,PR-CCM-CCM-SILO 13,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILO 13,CCM SILO 13,PR-CCM-CCM-SILO 13,CCM SILO 13,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILOS KW,PR-CCM-CCM-SILOS KW,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYMP,PR-CCM-CCM-SILOS KW,CCM SILOS KEPLER WEBER,PR-CCM-CCM-SILOS KW,CCM SILOS KEPLER WEBER,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),SUBSECTOR,CCM PLAYA Y SUBPRODUCTO,PR-CCM-LGC-PLYSP,BTZ_Description_03,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYSP,,,PR-CCM-LGC-PLYSP,LOGICO CCM PLAYA Y SUBPRODUCTO,SUBSECTOR_DESDE_HIJO_LGC_O_NODO_INTERMEDIO
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILO 10,PR-CCM-CCM-SILO 10,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYSP,PR-CCM-CCM-SILO 10,CCM SILO 10,PR-CCM-CCM-SILO 10,CCM SILO 10,UNIDAD_HOJA_BAJO_SUBSECTOR
PR,CCM,CENTRO CONTROL DE MOTORES (CCM),UNIDAD,SILO 11,PR-CCM-CCM-SILO 11,BTZ_Description_04,PR-CCM-LGC-CCM,PR-CCM-LGC-PLYSP,PR-CCM-CCM-SILO 11,CCM SILO 11,PR-CCM-CCM-SILO 11,CCM SILO 11,UNIDAD_HOJA_BAJO_SUBSECTOR
